article_id,event_id,state_code,title,source_name,source_url,published_date,fetched_via,is_primary
ART-00030,EVT-0013,IN-TN,Tamil Nadu budget earmarks Rs 25 crore for AI,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0013-1,2025-06-20,gdelt,true
ART-00031,EVT-0014,IN-TG,Telangana police issue advisory on deepfakes,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0014-1,2025-10-20,google_news_rss,true
ART-00032,EVT-0015,IN-MH,AI pilot for health expands across Maharashtra districts,Mock Herald,https://example.com/mock/mock-herald/evt-0015-1,2025-06-11,google_news_rss,true
ART-00035,EVT-0015,IN-MH,AI pilot for health expands across Maharashtra districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0015-4,2025-06-11,gnews,false
ART-00036,EVT-0015,IN-MH,AI pilot for health expands across Maharashtra districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0015-5,2025-06-11,gnews,false
ART-00034,EVT-0015,IN-MH,AI pilot for health expands across Maharashtra districts,Mock Times,https://example.com/mock/mock-times/evt-0015-3,2025-06-13,gnews,false
ART-00033,EVT-0015,IN-MH,AI pilot for health expands across Maharashtra districts,Mock Daily,https://example.com/mock/mock-daily/evt-0015-2,2025-06-15,google_news_rss,false
ART-00037,EVT-0015,IN-MH,Explained: AI pilot for health expands across Maharashtra districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0015-6,2025-06-15,google_news_rss,false
ART-00038,EVT-0016,IN-TG,Telangana partners a big-tech firm to build AI compute facility,Mock Daily,https://example.com/mock/mock-daily/evt-0016-1,2025-01-10,google_news_rss,true
ART-00039,EVT-0017,IN-DL,Delhi announces Rs 250 crore AI fund for startups,Mock Times,https://example.com/mock/mock-times/evt-0017-1,2026-09-19,gnews,true
ART-00040,EVT-0017,IN-DL,Explained: Delhi announces Rs 250 crore AI fund for startups,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0017-2,2026-09-19,google_news_rss,false
ART-00041,EVT-0017,IN-DL,Explained: Delhi announces Rs 250 crore AI fund for startups,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0017-3,2026-09-19,google_news_rss,false
ART-00042,EVT-0017,IN-DL,Delhi announces Rs 250 crore AI fund for startups - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0017-4,2026-09-19,google_news_rss,false
ART-00043,EVT-0018,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0018-1,2025-04-05,google_news_rss,true
ART-00044,EVT-0019,IN-KA,Karnataka partners a global cloud provider to build AI compute facility,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0019-1,2025-06-02,google_news_rss,true
ART-00046,EVT-0019,IN-KA,Explained: Karnataka partners a global cloud provider to build AI compute facility,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0019-3,2025-06-03,google_news_rss,false
ART-00045,EVT-0019,IN-KA,Karnataka partners a global cloud provider to build AI compute facility - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0019-2,2025-06-04,google_news_rss,false
ART-00047,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0020-1,2025-08-31,google_news_rss,true
ART-00052,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility - report,Mock Times,https://example.com/mock/mock-times/evt-0020-6,2025-08-31,gdelt,false
ART-00054,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0020-8,2025-08-31,google_news_rss,false
ART-00049,EVT-0020,IN-MH,Maharashtra partners an artificial intelligence startup consortium to build artificial intelligence compute facility,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0020-3,2025-09-01,google_news_rss,false
ART-00050,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility - report,Mock Herald,https://example.com/mock/mock-herald/evt-0020-4,2025-09-01,google_news_rss,false
ART-00053,EVT-0020,IN-MH,Explained: Maharashtra partners an AI startup consortium to build AI compute facility,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0020-7,2025-09-01,google_news_rss,false
ART-00048,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0020-2,2025-09-02,google_news_rss,false
ART-00051,EVT-0020,IN-MH,Maharashtra partners an AI startup consortium to build AI compute facility,Mock Daily,https://example.com/mock/mock-daily/evt-0020-5,2025-09-02,gdelt,false
ART-00055,EVT-0020,IN-MH,Explained: Maharashtra partners an AI startup consortium to build AI compute facility,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0020-9,2025-09-02,google_news_rss,false
ART-00056,EVT-0021,IN-TG,Telangana partners a global cloud provider to build AI compute facility,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0021-1,2025-07-02,gnews,true
ART-00057,EVT-0022,IN-TN,Tamil Nadu issues guidelines on AI use by government departments,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0022-1,2026-03-23,google_news_rss,true
ART-00058,EVT-0022,IN-TN,Explained: Tamil Nadu issues guidelines on AI use by government departments,Mock Herald,https://example.com/mock/mock-herald/evt-0022-2,2026-03-24,google_news_rss,false
ART-00059,EVT-0023,IN-MH,Maharashtra partners an IIT to build AI compute facility,Mock Herald,https://example.com/mock/mock-herald/evt-0023-1,2026-01-24,google_news_rss,true
ART-00061,EVT-0023,IN-MH,Maharashtra partners an IIT to build AI compute facility - report,Mock Times,https://example.com/mock/mock-times/evt-0023-3,2026-01-25,gdelt,false
ART-00060,EVT-0023,IN-MH,Maharashtra partners an IIT to build AI compute facility,Mock Daily,https://example.com/mock/mock-daily/evt-0023-2,2026-01-26,google_news_rss,false
ART-00062,EVT-0024,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Daily,https://example.com/mock/mock-daily/evt-0024-1,2025-06-23,gnews,true
ART-00063,EVT-0024,IN-TN,AI Centre of Excellence inaugurated in Chennai,Mock Times,https://example.com/mock/mock-times/evt-0024-2,2025-06-24,google_news_rss,false
ART-00064,EVT-0025,IN-KA,Karnataka launches state AI Mission with focus on public services,Mock Times,https://example.com/mock/mock-times/evt-0025-1,2026-04-12,gdelt,true
ART-00066,EVT-0025,IN-KA,Karnataka launches state AI Mission with focus on public services,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0025-3,2026-04-12,google_news_rss,false
ART-00065,EVT-0025,IN-KA,Karnataka launches state artificial intelligence Mission with focus on public services,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0025-2,2026-04-14,google_news_rss,false
ART-00067,EVT-0026,IN-GJ,AI pilot for health expands across Gujarat districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0026-1,2026-04-13,gnews,true
ART-00068,EVT-0026,IN-GJ,Explained: AI pilot for health expands across Gujarat districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0026-2,2026-04-17,gdelt,false
ART-00069,EVT-0026,IN-GJ,AI pilot for health expands across Gujarat districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0026-3,2026-04-17,gnews,false
ART-00070,EVT-0027,IN-TN,AI pilot for urban expands across Tamil Nadu districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0027-1,2026-03-27,google_news_rss,true
ART-00071,EVT-0028,IN-KA,Karnataka sets up AI task force under IT department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0028-1,2026-02-22,google_news_rss,true
ART-00072,EVT-0028,IN-KA,Karnataka sets up artificial intelligence task force under IT department,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0028-2,2026-02-24,gnews,false
ART-00073,EVT-0029,IN-TN,Tamil Nadu police issue advisory on deepfakes,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0029-1,2026-07-06,google_news_rss,true
ART-00074,EVT-0029,IN-TN,Tamil Nadu police issue advisory on deepfakes,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0029-2,2026-07-08,google_news_rss,false
ART-00075,EVT-0030,IN-GJ,Gujarat budget earmarks Rs 250 crore for AI,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0030-1,2026-08-30,gdelt,true
ART-00076,EVT-0031,IN-KA,AI Centre of Excellence inaugurated in Bengaluru,Mock Herald,https://example.com/mock/mock-herald/evt-0031-1,2025-10-12,google_news_rss,true
ART-00077,EVT-0032,IN-CENTRAL,Centre signs MoU with a big-tech firm for AI skilling,Mock Daily,https://example.com/mock/mock-daily/evt-0032-1,2025-02-11,google_news_rss,true
ART-00078,EVT-0033,IN-KA,Karnataka rolls out AI tool in education department,Mock Times,https://example.com/mock/mock-times/evt-0033-1,2025-06-21,google_news_rss,true
ART-00080,EVT-0033,IN-KA,Explained: Karnataka rolls out AI tool in education department,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0033-3,2025-06-21,gnews,false
ART-00079,EVT-0033,IN-KA,Karnataka rolls out AI tool in education department,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0033-2,2025-06-22,gnews,false
ART-00081,EVT-0033,IN-KA,Karnataka rolls out artificial intelligence tool in education department,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0033-4,2025-06-23,google_news_rss,false
ART-00082,EVT-0034,IN-KA,Karnataka rolls out AI tool in urban department,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0034-1,2026-03-15,google_news_rss,true
ART-00083,EVT-0034,IN-KA,Karnataka rolls out artificial intelligence tool in urban department,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0034-2,2026-03-15,gdelt,false
ART-00084,EVT-0035,IN-CENTRAL,AI pilot for revenue expands across Centre districts,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0035-1,2025-06-30,gnews,true
ART-00085,EVT-0035,IN-CENTRAL,AI pilot for revenue expands across Centre districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0035-2,2025-07-02,gdelt,false
ART-00086,EVT-0035,IN-CENTRAL,Explained: AI pilot for revenue expands across Centre districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0035-3,2025-07-04,google_news_rss,false
ART-00087,EVT-0036,IN-TG,Telangana partners an AI startup consortium to build AI compute facility,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0036-1,2025-12-11,google_news_rss,true
ART-00088,EVT-0037,IN-TG,AI pilot for urban expands across Telangana districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0037-1,2026-02-21,gdelt,true
ART-00090,EVT-0037,IN-TG,AI pilot for urban expands across Telangana districts - report,Mock Herald,https://example.com/mock/mock-herald/evt-0037-3,2026-02-22,gdelt,false
ART-00089,EVT-0037,IN-TG,AI pilot for urban expands across Telangana districts,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0037-2,2026-02-23,google_news_rss,false
ART-00091,EVT-0038,IN-MH,Maharashtra partners an IIIT to build AI compute facility,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0038-1,2026-04-10,google_news_rss,true
ART-00092,EVT-0039,IN-KA,AI pilot for revenue expands across Karnataka districts,Mock Herald,https://example.com/mock/mock-herald/evt-0039-1,2026-09-04,google_news_rss,true
ART-00093,EVT-0039,IN-KA,Explained: AI pilot for revenue expands across Karnataka districts,Mock Daily,https://example.com/mock/mock-daily/evt-0039-2,2026-09-04,google_news_rss,false
ART-00095,EVT-0039,IN-KA,Explained: AI pilot for revenue expands across Karnataka districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0039-4,2026-09-04,google_news_rss,false
ART-00094,EVT-0039,IN-KA,AI pilot for revenue expands across Karnataka districts,Mock Times,https://example.com/mock/mock-times/evt-0039-3,2026-09-05,gnews,false
ART-00096,EVT-0040,IN-TG,Telangana police issue advisory on deepfakes,Mock Daily,https://example.com/mock/mock-daily/evt-0040-1,2026-04-26,google_news_rss,true
ART-00097,EVT-0041,IN-GJ,Gujarat signs MoU with an AI startup consortium for AI skilling,Mock Times,https://example.com/mock/mock-times/evt-0041-1,2025-06-05,google_news_rss,true
ART-00098,EVT-0042,IN-GJ,Gujarat rolls out AI tool in urban department,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0042-1,2026-03-16,google_news_rss,true
ART-00099,EVT-0042,IN-GJ,Gujarat rolls out AI tool in urban department - report,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0042-2,2026-03-16,google_news_rss,false
ART-00100,EVT-0042,IN-GJ,Gujarat rolls out AI tool in urban department - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0042-3,2026-03-16,google_news_rss,false
ART-00101,EVT-0043,IN-KA,Karnataka launches state AI Mission with focus on public services,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0043-1,2025-02-03,gdelt,true
ART-00102,EVT-0043,IN-KA,Karnataka launches state AI Mission with focus on public services - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0043-2,2025-02-03,google_news_rss,false
ART-00103,EVT-0043,IN-KA,Karnataka launches state AI Mission with focus on public services - report,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0043-3,2025-02-07,gdelt,false
ART-00104,EVT-0044,IN-TG,AI Centre of Excellence inaugurated in Hyderabad,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0044-1,2025-06-19,gnews,true
ART-00105,EVT-0044,IN-TG,AI Centre of Excellence inaugurated in Hyderabad,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0044-2,2025-06-20,google_news_rss,false
ART-00106,EVT-0044,IN-TG,Explained: AI Centre of Excellence inaugurated in Hyderabad,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0044-3,2025-06-21,gdelt,false
ART-00107,EVT-0045,IN-TN,AI pilot for revenue expands across Tamil Nadu districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0045-1,2025-08-23,gnews,true
ART-00110,EVT-0045,IN-TN,AI pilot for revenue expands across Tamil Nadu districts,Mock Daily,https://example.com/mock/mock-daily/evt-0045-4,2025-08-25,google_news_rss,false
ART-00108,EVT-0045,IN-TN,AI pilot for revenue expands across Tamil Nadu districts,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0045-2,2025-08-27,google_news_rss,false
ART-00109,EVT-0045,IN-TN,AI pilot for revenue expands across Tamil Nadu districts,Mock Herald,https://example.com/mock/mock-herald/evt-0045-3,2025-08-27,google_news_rss,false
ART-00111,EVT-0046,IN-MH,Maharashtra signs MoU with a chipmaker for AI skilling,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0046-1,2025-11-25,gdelt,true
ART-00112,EVT-0046,IN-MH,Maharashtra signs MoU with a chipmaker for artificial intelligence skilling,Mock Herald,https://example.com/mock/mock-herald/evt-0046-2,2025-11-26,gnews,false
ART-00113,EVT-0047,IN-KA,Karnataka sets up AI task force under IT department,Mock Herald,https://example.com/mock/mock-herald/evt-0047-1,2025-01-02,google_news_rss,true
ART-00114,EVT-0047,IN-KA,Explained: Karnataka sets up AI task force under IT department,Mock Daily,https://example.com/mock/mock-daily/evt-0047-2,2025-01-06,gnews,false
ART-00115,EVT-0048,IN-KA,AI pilot for education expands across Karnataka districts,Mock Daily,https://example.com/mock/mock-daily/evt-0048-1,2025-01-30,google_news_rss,true
ART-00116,EVT-0048,IN-KA,Explained: AI pilot for education expands across Karnataka districts,Mock Times,https://example.com/mock/mock-times/evt-0048-2,2025-01-30,gnews,false
ART-00117,EVT-0048,IN-KA,AI pilot for education expands across Karnataka districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0048-3,2025-01-30,google_news_rss,false
ART-00118,EVT-0049,IN-TN,Tamil Nadu unveils AI policy targeting 1000 startups by 2030,Mock Times,https://example.com/mock/mock-times/evt-0049-1,2026-06-06,gdelt,true
ART-00119,EVT-0049,IN-TN,Tamil Nadu unveils artificial intelligence policy targeting 1000 startups by 2030,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0049-2,2026-06-06,gnews,false
ART-00120,EVT-0049,IN-TN,Tamil Nadu unveils artificial intelligence policy targeting 1000 startups by 2030,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0049-3,2026-06-06,google_news_rss,false
ART-00121,EVT-0049,IN-TN,Tamil Nadu unveils AI policy targeting 1000 startups by 2030 - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0049-4,2026-06-10,google_news_rss,false
ART-00122,EVT-0050,IN-CENTRAL,Centre signs MoU with an IIIT for AI skilling,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0050-1,2025-11-02,gdelt,true
ART-00123,EVT-0050,IN-CENTRAL,Centre signs MoU with an IIIT for artificial intelligence skilling,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0050-2,2025-11-02,gnews,false
ART-00124,EVT-0050,IN-CENTRAL,Explained: Centre signs MoU with an IIIT for AI skilling,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0050-3,2025-11-04,google_news_rss,false
ART-00125,EVT-0051,IN-DL,Delhi issues guidelines on AI use by government departments,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0051-1,2025-02-14,gdelt,true
ART-00127,EVT-0051,IN-DL,Delhi issues guidelines on AI use by government departments - report,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0051-3,2025-02-14,gnews,false
ART-00126,EVT-0051,IN-DL,Delhi issues guidelines on AI use by government departments - report,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0051-2,2025-02-16,gdelt,false
ART-00128,EVT-0052,IN-KA,Karnataka issues guidelines on AI use by government departments,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0052-1,2025-06-08,gdelt,true
ART-00129,EVT-0052,IN-KA,Explained: Karnataka issues guidelines on AI use by government departments,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0052-2,2025-06-08,gnews,false
ART-00130,EVT-0053,IN-DL,Delhi unveils AI policy targeting 2000 startups by 2030,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0053-1,2025-04-03,google_news_rss,true
ART-00132,EVT-0053,IN-DL,Delhi unveils AI policy targeting 2000 startups by 2030,Mock Herald,https://example.com/mock/mock-herald/evt-0053-3,2025-04-03,google_news_rss,false
ART-00133,EVT-0053,IN-DL,Explained: Delhi unveils AI policy targeting 2000 startups by 2030,Mock Daily,https://example.com/mock/mock-daily/evt-0053-4,2025-04-03,google_news_rss,false
ART-00131,EVT-0053,IN-DL,Delhi unveils AI policy targeting 2000 startups by 2030 - report,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0053-2,2025-04-05,google_news_rss,false
ART-00134,EVT-0054,IN-TG,Telangana signs MoU with a state university for AI skilling,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0054-1,2025-09-04,google_news_rss,true
ART-00135,EVT-0055,IN-DL,Delhi partners an IIT to build AI compute facility,Mock Herald,https://example.com/mock/mock-herald/evt-0055-1,2026-03-29,google_news_rss,true
ART-00137,EVT-0055,IN-DL,Delhi partners an IIT to build AI compute facility - report,Mock Times,https://example.com/mock/mock-times/evt-0055-3,2026-03-30,gdelt,false
ART-00140,EVT-0055,IN-DL,Explained: Delhi partners an IIT to build AI compute facility,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0055-6,2026-03-30,google_news_rss,false
ART-00136,EVT-0055,IN-DL,Explained: Delhi partners an IIT to build AI compute facility,Mock Daily,https://example.com/mock/mock-daily/evt-0055-2,2026-03-31,gdelt,false
ART-00138,EVT-0055,IN-DL,Delhi partners an IIT to build AI compute facility,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0055-4,2026-03-31,google_news_rss,false
ART-00139,EVT-0055,IN-DL,Explained: Delhi partners an IIT to build AI compute facility,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0055-5,2026-03-31,gnews,false
ART-00141,EVT-0055,IN-DL,Explained: Delhi partners an IIT to build AI compute facility,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0055-7,2026-03-31,google_news_rss,false
ART-00143,EVT-0055,IN-DL,Explained: Delhi partners an IIT to build AI compute facility,Mock Herald,https://example.com/mock/mock-herald/evt-0055-9,2026-03-31,google_news_rss,false
ART-00142,EVT-0055,IN-DL,Delhi partners an IIT to build AI compute facility,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0055-8,2026-04-02,gnews,false
ART-00144,EVT-0056,IN-MH,Maharashtra rolls out AI tool in revenue department,Mock Daily,https://example.com/mock/mock-daily/evt-0056-1,2025-02-04,google_news_rss,true
ART-00145,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Times,https://example.com/mock/mock-times/evt-0057-1,2025-09-21,google_news_rss,true
ART-00147,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts - report,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0057-3,2025-09-21,google_news_rss,false
ART-00153,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Times,https://example.com/mock/mock-times/evt-0057-9,2025-09-21,google_news_rss,false
ART-00146,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0057-2,2025-09-22,gdelt,false
ART-00151,EVT-0057,IN-KA,Explained: AI pilot for urban expands across Karnataka districts,Mock Herald,https://example.com/mock/mock-herald/evt-0057-7,2025-09-22,gnews,false
ART-00148,EVT-0057,IN-KA,Explained: AI pilot for urban expands across Karnataka districts,Mock Gov Review,https://example.com/mock/mock-gov-review/evt-0057-4,2025-09-23,google_news_rss,false
ART-00149,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Regional Post,https://example.com/mock/mock-regional-post/evt-0057-5,2025-09-23,google_news_rss,false
ART-00152,EVT-0057,IN-KA,Explained: AI pilot for urban expands across Karnataka districts,Mock Daily,https://example.com/mock/mock-daily/evt-0057-8,2025-09-23,google_news_rss,false
ART-00150,EVT-0057,IN-KA,AI pilot for urban expands across Karnataka districts,Mock Chronicle,https://example.com/mock/mock-chronicle/evt-0057-6,2025-09-25,gdelt,false
ART-00154,EVT-0058,IN-MH,Maharashtra partners a global cloud provider to build AI compute facility,Mock Business Standard,https://example.com/mock/mock-business-standard/evt-0058-1,2025-02-16,gdelt,true
ART-00155,EVT-0058,IN-MH,Maharashtra partners a global cloud provider to build AI compute facility,Mock Tech Wire,https://example.com/mock/mock-tech-wire/evt-0058-2,2025-02-16,google_news_rss,false
